SN,WRINVSTG_NO,DPRS_CNT,INJPSN_CNT,HNL_DMGE_CNT,PRPRTY_DMGE_AMT,UPRINSTT_NM,FRSTT_NM,WARD_NM,LFDAU_NM,FIRE_OCRN_YMD,FIRE_OCRN_TIME,RCPT_YMD,RCPT_TM,LOC_INFO_X,LOC_INFO_Y,DSP_YMD,DSP_TM,SPT_ARVL_YMD,SPT_ARVL_TM,FSMDEM_YMD,FSMDEM_TM,COMPET_YMD,COMPET_TM,HMG_YMD,HMG_TM,DSP_REQRE_TIME,FIRE_SUPESN_TIME,SPT_FRSTT_DIST,SPT_SAFE_CNTER_DIST,SPT_LFDAU_DIST,SIDO_NM,SIGUNGU_NM,EMD_NM,EMD_SE_NM,LNBR,ROAD_NM,FCLTY_PLACE_LCLAS_NM,FCLTY_PLACE_MCLAS_NM,FCLTY_PLACE_SCLAS_NM,FIRE_TYPE_NM,IGN_BHF,IGN_CAUSE,IGN_HTSRC_NM,IGN_FCTR_SCLAS_NM,IGN_FCTR_LCLAS_NM,IGN_HTSRC_SCLAS_NM,FRST_IGOBJ_LCLAS_NM,FRST_IGOBJ_SCLAS_NM,CMBS_EXPOBJ_LCLAS_NM,CMBS_EXPOBJ_SCLAS_NM,OCRN_CAUSE,ALL_HNF_CNT_SUM,MBLZ_FFPWR_CNT,LYCRG_FIREMAN_CNT,POLICE_CNT,GNRL_CNT,SOLDIER_CNT,ELCTY_GAS_INSTT_CNT,ETC_CNT,MBLZ_EQPMN_CNT,WETHR,TP,HUMIDITY,TIME_UNIT_WS,TIME_UNIT_WD,SPCNWS_CN
563,161023151408804,0,0,0,0,강원소방본부,홍천소방서,홍천119안전센터,두촌119지역대,20161023,130100,20161023,130121,,,20161023,130710,20161023,132559,20161023,014521,20161023,134521,20161023,134555,001849,001922,25,25,9.0,강원도,홍천군,두촌면,,134-133 ,,임야,산불,국유림,임야,산정상,모닥불,"불꽃, 불티","모닥불, 연탄, 숯",부주의,"불씨,불꽃,화원방치","종이,목재,건초등","풀, 나뭇잎",,,,11,11,0,0,0,0,0,0,6,비,12.0,66,45.0,4.0,
564,161114160458650,0,0,0,990,강원소방본부,삼척소방서,도계119안전센터,하장119지역대,20161114,123300,20161114,123304,,,20161114,123509,20161114,123623,20161114,124523,20161114,125023,20161114,133052,000114,001400,34,25,0.0,강원도,삼척시,하장면,,175-5 ,백두대간로 2510,임야,산불,사유림,임야,평지,"논,밭두렁으로부터확대","불꽃, 불티","모닥불, 연탄, 숯",부주의,"불씨,불꽃,화원방치","종이,목재,건초등","풀, 나뭇잎","종이,목재,건초등","풀, 나뭇잎","기상(건조, 강풍 등)",110,9,14,5,30,0,5,47,14,맑음,18.0,10,135.0,,
565,161121072110573,0,0,0,0,강원소방본부,강릉소방서,내곡119안전센터,,20161121,042600,20161121,042643,,,20161121,042805,20161121,044030,20161121,045829,20161121,050244,20161121,061317,001225,002214,10,7,0.0,강원도,강릉시,구정면,,463-12,칠봉로 390,임야,산불,공유림,임야,산아래,기타,미상,미상,방화의심,방화의심,"종이,목재,건초등","풀, 나뭇잎","종이,목재,건초등","풀, 나뭇잎","원거리 소방서/화재인지,신고 지연",46,13,8,10,5,0,10,0,13,맑음,7.0,60,315.0,4.0,
566,161124221952731,0,0,0,1100,강원소방본부,횡성소방서,횡성119안전센터,서원119지역대,20161124,171700,20161124,171730,,,20161124,171843,20161124,173925,20161124,090232,20161124,212555,20161124,220315,002042,034630,13,13,11.0,강원도,횡성군,서원면,,186,,임야,산불,국유림,임야,산중턱,기타,"불꽃, 불티","기타(불꽃,불티)",기계적 요인,자동제어 실패,"종이,목재,건초등","풀, 나뭇잎",,,,180,10,32,25,20,33,40,20,17,맑음,0.0,58,,4.0,
567,161125205120458,0,0,0,275,강원소방본부,횡성소방서,횡성119안전센터,,20161125,173500,20161125,173541,,,20161125,173632,20161125,174831,20161125,060941,20161125,193015,20161125,194013,001159,014144,4,4,0.0,강원도,횡성군,횡성읍,,28,청용길 221,임야,산불,사유림,임야,산중턱,쓰레기소각장에서확대,"불꽃, 불티",비화,부주의,"불씨,불꽃,화원방치","종이,목재,건초등","풀, 나뭇잎",,,,97,12,18,6,31,0,30,0,8,맑음,4.0,25,180.0,4.0,
568,170111170015441,0,0,0,0,강원소방본부,춘천소방서,신북119안전센터,,20170111,142200,20170111,142220,,,20170111,142449,20170111,143504,20170111,025105,20170111,150605,20170111,160205,001015,003101,11,9,0.0,강원도,춘천시,서면,현암리,산 488-1,박사로 781-11,임야,산불,사유림,사유림,평지,"논,밭두렁으로부터확대","불꽃, 불티","모닥불, 연탄, 숯",부주의,"불씨,불꽃,화원방치","종이,목재,건초등",건초,"종이,목재,건초등",건초,"원거리 소방서/화재인지,신고 지연",64,12,28,4,10,0,0,10,9,맑음,1.0,23,135.0,4.0,
569,170112185258692,0,0,0,0,강원소방본부,강릉소방서,경포119안전센터,,20170112,161900,20170112,161952,,,20170112,162009,20170112,162522,20170112,044333,20170112,164433,20170112,173333,000513,001911,12,10,0.0,강원도,강릉시,사천면,판교리,30,조부동길 25-68,임야,산불,사유림,사유림,산아래,담뱃불,미상,미상,미상,미상,"종이,목재,건초등","풀, 나뭇잎",,,,129,25,30,4,30,0,20,20,13,맑음,4.0,19,315.0,4.0,건조 경보
570,170114133737784,0,0,0,0,강원소방본부,횡성소방서,횡성119안전센터,공근119지역대,20170114,103100,20170114,103126,,,20170114,103340,20170114,104546,20170114,104914,20170114,112004,20170114,123011,001206,003418,11,11,3.0,강원도,횡성군,공근면,도곡리,22,,임야,산불,사유림,사유림,산정상,쓰레기소각장에서확대,"불꽃, 불티","모닥불, 연탄, 숯",부주의,"불씨,불꽃,화원방치","종이,목재,건초등","풀, 나뭇잎",,,,55,9,26,2,6,0,0,12,9,맑음,-3.0,30,225.0,4.0,
571,170115001558505,0,0,0,0,강원소방본부,양양소방서,하조대119안전센터,,20170114,214400,20170114,214401,,,20170114,214559,20170114,215340,20170114,102234,20170115,505557,20170115,064549,000741,080217,14,5,0.0,강원도,양양군,현북면,하광정리,14,,임야,산불,사유림,사유림,산정상,기타,"불꽃, 불티","기타(불꽃,불티)",부주의,"불씨,불꽃,화원방치","종이,목재,건초등","풀, 나뭇잎","종이,목재,건초등","풀, 나뭇잎","기상(건조, 강풍 등)",133,12,25,15,20,15,18,28,6,구름조금,-4.0,37,270.0,4.0,건조 경보
572,170116153507778,0,0,0,0,강원소방본부,양양소방서,양양119안전센터,,20170116,133900,20170116,133956,,,20170116,134055,20170116,135557,20170116,020300,20170116,140300,20170116,142232,001502,000703,19,34,0.0,강원도,양양군,서면,오색리,83,,임야,산불,사유림,사유림,산아래,쓰레기소각장에서확대,"불꽃, 불티","쓰레기, 논밭두렁",부주의,쓰레기 소각,"종이,목재,건초등","풀, 나뭇잎",,,,121,13,20,3,0,0,85,0,5,맑음,5.0,37,45.0,4.0,건조 경보
573,170212135142548,0,0,0,0,강원소방본부,횡성소방서,횡성119안전센터,,20170212,120700,20170212,120756,,,20170212,120849,20170212,121805,20170212,122736,20170212,122736,20170212,125748,000916,000931,11,7,0.0,강원도,횡성군,공근면,초원리,126,,임야,산불,사유림,사유림,평지,쓰레기소각장에서확대,"불꽃, 불티","쓰레기, 논밭두렁",부주의,쓰레기 소각,쓰레기류,쓰레기,,,,32,7,0,0,5,0,0,20,6,맑음,2.0,47,180.0,4.0,
574,170221145919294,0,0,0,0,강원소방본부,강릉소방서,옥계119안전센터,정동119지역대,20170221,115400,20170221,115418,,,20170221,115635,20170221,120721,20170221,122844,20170221,125544,20170221,132606,001046,004823,12,12,8.0,강원도,강릉시,강동면,안인진리,,,임야,산불,공유림,공유림,산중턱,기타 입산자실화,"담뱃불, 라이터불","라이터불, 성냥불",부주의,쓰레기 소각,쓰레기류,쓰레기,,,,115,20,30,9,25,0,31,0,17,맑음,5.0,35,135.0,4.0,
575,170221225016377,0,0,0,0,강원소방본부,속초소방서,노학119안전센터,,20170221,205500,20170221,205537,,,20170221,205655,20170221,210146,20170221,091208,20170221,212946,20170221,215829,000451,002800,7,7,0.0,강원도,속초시,대포동,,,방축길 16,임야,산불,사유림,사유림,산아래,기타,"불꽃, 불티","모닥불, 연탄, 숯",부주의,"불씨,불꽃,화원방치","종이,목재,건초등","풀, 나뭇잎","종이,목재,건초등","풀, 나뭇잎","화재인지,신고 지연",35,17,4,5,5,0,0,4,12,맑음,1.0,72,315.0,4.0,건조 주의보
576,170222123108080,0,0,0,0,강원소방본부,강릉소방서,옥계119안전센터,,20170222,090800,20170222,090836,,,20170222,090935,20170222,092304,20170222,094509,20170222,095636,20170222,120009,001329,003332,11,19,8.0,강원도,강릉시,강동면,안인진리,,,임야,산불,사유림,사유림,산중턱,기타,"불꽃, 불티","기타(불꽃,불티)",부주의,기타(부주의),"종이,목재,건초등",나무,"종이,목재,건초등","풀, 나뭇잎","화재인지,신고 지연",105,15,27,8,20,5,20,10,13,흐림,4.0,42,315.0,4.0,
577,170228140602725,0,1,1,0,강원소방본부,홍천소방서,서석119안전센터,내면119지역대,20170228,105300,20170228,105315,,,20170228,105408,20170228,111026,20170228,113137,20170228,114817,20170228,132517,001618,003751,39,14,12.0,강원도,홍천군,내촌면,물걸리,41,,임야,산불,사유림,사유림,산아래,"논,밭두렁으로부터확대","불꽃, 불티","쓰레기, 논밭두렁",부주의,쓰레기 소각,쓰레기류,쓰레기,,,,110,11,50,3,18,0,28,0,12,맑음,0.0,0,,,
578,170304013035232,0,0,0,0,강원소방본부,홍천소방서,양덕원119안전센터,서면119지역대,20170303,204700,20170303,204705,,,20170303,204840,20170303,211004,20170303,115230,20170304,001123,20170304,001943,002124,030119,34,40,8.0,강원도,홍천군,서면,팔봉리,23,,임야,산불,사유림,사유림,산중턱,기타,"불꽃, 불티",비화,부주의,"불씨,불꽃,화원방치","종이,목재,건초등","풀, 나뭇잎","종이,목재,건초등","풀, 나뭇잎","기타/화재인지,신고 지연",117,7,18,7,25,0,34,26,12,맑음,1.0,84,225.0,4.0,
579,170313172832523,0,0,0,165000,강원소방본부,강릉소방서,옥계119안전센터,,20170309,102800,20170309,102848,,,20170309,102934,20170309,103616,20170309,112835,20170310,103035,20170310,184235,000642,235419,30,4,0.0,강원도,강릉시,옥계면,산계리,산 119,,임야,산불,사유림,사유림,산정상,담뱃불,"불꽃, 불티","기타(불꽃,불티)",부주의,"불씨,불꽃,화원방치","종이,목재,건초등","풀, 나뭇잎","종이,목재,건초등",나무,"기상(건조, 강풍 등)",2456,299,328,30,1217,522,0,60,73,맑음,7.0,24,225.0,8.0,건조 주의보
580,170310143305736,0,0,0,3300,강원소방본부,춘천소방서,후평119안전센터,,20170310,113500,20170310,113538,,,20170310,113554,20170310,114431,20170310,120609,20170310,121038,20170310,124242,000837,002607,5,5,0.0,강원도,춘천시,동면,만천리,,,임야,산불,사유림,사유림,산중턱,담뱃불,"담뱃불, 라이터불",담뱃불,부주의,담배꽁초,"종이,목재,건초등","풀, 나뭇잎",,,,73,12,0,8,0,0,53,0,13,맑음,8.0,28,225.0,4.0,
581,170311001819290,0,0,0,0,강원소방본부,홍천소방서,홍천119안전센터,,20170310,211300,20170310,211303,,,20170310,211349,20170310,212625,20170310,105317,20170310,225317,20170310,232232,001236,012652,11,11,0.0,강원도,홍천군,홍천읍,상오안리,2,높은터로 96,임야,산불,국유림,국유림,산중턱,담뱃불,"담뱃불, 라이터불",담뱃불,부주의,담배꽁초,"종이,목재,건초등",건초,,,,137,12,30,7,44,0,44,0,13,맑음,4.0,30,0.0,4.0,
582,170311202639605,0,0,0,0,강원소방본부,춘천소방서,신북119안전센터,,20170311,114300,20170311,114354,,,20170311,114654,20170311,115238,20170311,115617,20170311,115617,20170311,130117,000544,000339,9,7,0.0,강원도,춘천시,서면,월송리,219,,임야,산불,사유림,사유림,산아래,담뱃불,"담뱃불, 라이터불",담뱃불,부주의,담배꽁초,"종이,목재,건초등",건초,,,,44,9,9,6,10,0,0,10,7,맑음,8.0,25,0.0,4.0,건조 주의보
583,170311225115262,0,0,0,0,강원소방본부,춘천소방서,강촌119안전센터,,20170311,132600,20170311,132650,,,20170311,132726,20170311,133743,20170311,014750,20170311,135850,20170311,150850,001017,002107,28,5,0.0,강원도,춘천시,남산면,행촌리,256,,임야,산불,사유림,사유림,산아래,담뱃불,"담뱃불, 라이터불",담뱃불,부주의,담배꽁초,"종이,목재,건초등",잔디,"종이,목재,건초등",잔디,"기상(건조, 강풍 등)",77,8,23,6,10,0,0,30,11,맑음,10.0,20,45.0,4.0,건조 주의보
584,170313091614191,0,1,1,0,강원소방본부,춘천소방서,양구119안전센터,남면119지역대,20170311,143700,20170311,143715,,,20170311,143817,20170311,145143,20170311,052323,20170311,182745,20170311,190920,001326,033602,50,14,7.0,강원도,양구군,남면,가오작리,1319,광치령로 1436,임야,산불,국유림,국유림,산중턱,기타,작동기기,"불꽃, 스파크, 정전기",기계적 요인,"오일,연료누설","종이,목재,건초등","풀, 나뭇잎","종이,목재,건초등","풀, 나뭇잎","기상(건조, 강풍 등)",171,9,52,10,50,0,50,0,7,구름조금,13.0,17,135.0,4.0,
585,170311235551270,0,0,0,0,강원소방본부,춘천소방서,신북119안전센터,,20170311,152900,20170311,152917,,,20170311,152917,20170311,155501,20170311,040900,20170311,160900,20170311,172600,002544,001359,22,16,0.0,강원도,춘천시,사북면,인람리,307-1,솔바우1길 339,임야,산불,사유림,사유림,산아래,쓰레기소각장에서확대,"불꽃, 불티",비화,부주의,쓰레기 소각,"종이,목재,건초등",건초,"종이,목재,건초등",건초,"기상(건조, 강풍 등)/원거리 소방서",83,16,21,6,10,0,0,30,10,구름조금,13.0,19,45.0,4.0,건조 주의보
586,170312002951605,0,1,1,42187,강원소방본부,춘천소방서,신북119안전센터,,20170311,154600,20170311,154634,,,20170311,154918,20170311,155813,20170311,041121,20170311,162821,20170312,173021,000855,003008,12,10,0.0,강원도,춘천시,신북읍,용산리,716-2,영서로 3676,임야,산불,사유림,사유림,산아래,기타 입산자실화,"불꽃, 불티",비화,부주의,"불씨,불꽃,화원방치","종이,목재,건초등","풀, 나뭇잎",,,,89,13,30,6,10,0,0,30,11,구름조금,8.0,18,315.0,4.0,건조 주의보
587,170311223034583,0,0,0,0,강원소방본부,홍천소방서,양덕원119안전센터,서면119지역대,20170311,162300,20170311,162300,,,20170311,162655,20170311,163356,20170311,054133,20170311,181323,20170311,193246,000701,013927,33,39,7.0,강원도,홍천군,서면,팔봉리,225,,임야,산불,공유림,공유림,산중턱,담뱃불,"담뱃불, 라이터불",담뱃불,부주의,담배꽁초,"종이,목재,건초등","풀, 나뭇잎","종이,목재,건초등","풀, 나뭇잎","기타/가연성물질의 급격한 연소/기상(건조, 강풍 등)",70,6,17,7,20,0,20,0,12,구름조금,16.0,19,270.0,4.0,
588,170312223443521,0,0,0,4400,강원소방본부,춘천소방서,강촌119안전센터,,20170312,174400,20170312,174408,,,20170312,174440,20170312,175852,20170312,065401,20170312,185401,20170312,192743,001412,005509,26,13,0.0,강원도,춘천시,서면,안보리,,,임야,산불,사유림,사유림,산아래,쓰레기소각장에서확대,"불꽃, 불티","쓰레기, 논밭두렁",부주의,쓰레기 소각,"종이,목재,건초등","풀, 나뭇잎","종이,목재,건초등","풀, 나뭇잎","기상(건조, 강풍 등)",236,20,100,6,0,0,110,0,18,비,13.0,35,225.0,4.0,
589,170313181049759,0,0,0,0,강원소방본부,영월소방서,중동119안전센터,김삿갓119지역대,20170313,154600,20170313,154626,,,20170313,154626,20170313,155617,20170313,044617,20170313,170605,20170313,175534,000951,010948,23,12,6.0,강원도,영월군,김삿갓면,와석리,726,김삿갓로 648,임야,산불,사유림,사유림,산아래,기타,"불꽃, 불티","용접, 절단, 연마",부주의,"용접, 절단, 연마","종이,목재,건초등","풀, 나뭇잎","종이,목재,건초등","풀, 나뭇잎","기상(건조, 강풍 등)",65,10,0,5,0,0,50,0,5,구름조금,13.0,0,270.0,,
590,170314153616718,0,0,0,0,강원소방본부,춘천소방서,강촌119안전센터,,20170314,122100,20170314,122138,,,20170314,122231,20170314,123302,20170314,010836,20170314,132536,20170314,144036,001031,005234,23,10,0.0,강원도,춘천시,서면,안보리,88,경춘로 675-17,임야,산불,사유림,사유림,평지,"논,밭두렁으로부터확대","담뱃불, 라이터불","라이터불, 성냥불",부주의,"논,임야태우기","종이,목재,건초등",건초,"종이,목재,건초등",건초,"가연성물질의 급격한 연소/기상(건조, 강풍 등)/원거리 소방서",154,20,64,10,30,0,0,30,14,구름조금,1.0,75,135.0,4.0,건조 주의보
591,170314160139330,0,0,0,0,강원소방본부,춘천소방서,화천119안전센터,,20170314,123000,20170314,123026,,,20170314,123302,20170314,125411,20170314,011053,20170314,131353,20170314,141153,002109,001942,55,17,20.0,강원도,화천군,상서면,다목리,94,,임야,산불,사유림,사유림,산중턱,담뱃불,"담뱃불, 라이터불",담뱃불,부주의,담배꽁초,"종이,목재,건초등","풀, 나뭇잎",,,,101,7,12,2,30,20,0,30,9,맑음,10.0,41,0.0,4.0,
592,170314180051993,0,0,0,0,강원소방본부,홍천소방서,양덕원119안전센터,서면119지역대,20170314,150400,20170314,150442,,,20170314,150524,20170314,151632,20170314,044500,20170314,164500,20170314,174221,001108,012828,43,29,11.0,강원도,홍천군,서면,모곡리,120-1,,임야,산불,사유림,사유림,산아래,쓰레기소각장에서확대,"불꽃, 불티",비화,부주의,"불씨,불꽃,화원방치","종이,목재,건초등","풀, 나뭇잎","종이,목재,건초등","풀, 나뭇잎","가연성물질의 급격한 연소/기상(건조, 강풍 등)/원거리 소방서",157,15,30,5,35,0,52,20,19,구름조금,11.0,36,135.0,4.0,
593,170315132004666,0,0,0,0,강원소방본부,춘천소방서,소양119안전센터,,20170315,110100,20170315,110130,,,20170315,110241,20170315,111512,20170315,113019,20170315,114519,20170315,123019,001231,003007,17,11,0.0,강원도,춘천시,동산면,원창리,산 5-1,,임야,산불,공유림,공유림,산중턱,담뱃불,"담뱃불, 라이터불",담뱃불,부주의,담배꽁초,"종이,목재,건초등",건초,,,,82,12,11,6,10,0,43,0,9,흐림,8.0,30,225.0,4.0,건조 주의보
594,170316180856158,0,0,0,0,강원소방본부,철원소방서,김화119안전센터,,20170316,152100,20170316,152135,,,20170316,152157,20170316,152935,20170316,050057,20170316,171657,20170316,175857,000738,014722,17,3,0.0,강원도,철원군,김화읍,읍내리,920,생창길 201,임야,산불,사유림,사유림,산아래,"논,밭두렁으로부터확대","불꽃, 불티","쓰레기, 논밭두렁",부주의,쓰레기 소각,"종이,목재,건초등",건초,,,,127,10,48,10,20,4,35,0,8,맑음,12.0,14,270.0,4.0,
595,170317155508713,0,0,0,0,강원소방본부,철원소방서,동송119안전센터,,20170317,134200,20170317,134217,,,20170317,134312,20170317,135706,20170317,015853,20170317,141347,20170317,154045,001354,001641,13,15,0.0,강원도,철원군,동송읍,양지리,5,,임야,산불,사유림,사유림,산중턱,"논,밭두렁으로부터확대","불꽃, 불티","쓰레기, 논밭두렁",부주의,"논,임야태우기","종이,목재,건초등","풀, 나뭇잎",,,,34,8,3,3,10,0,10,0,7,맑음,13.0,35,270.0,4.0,
596,170318160706114,0,0,0,0,강원소방본부,고성소방서,동광119안전센터,,20170318,130000,20170318,130035,,,20170318,130342,20170318,132038,20170318,014153,20170318,134629,20170318,141306,001656,002551,23,10,0.0,강원도,고성군,토성면,성천리,27,,임야,산불,사유림,사유림,산중턱,기타,"담뱃불, 라이터불",담뱃불,부주의,담배꽁초,"종이,목재,건초등","풀, 나뭇잎",,,,24,10,0,2,2,0,10,0,7,맑음,17.0,23,,,
597,170319172354636,0,0,0,0,강원소방본부,평창소방서,봉평119안전센터,용평119지역대,20170319,103700,20170319,103727,,,20170319,103749,20170319,104408,20170319,120946,20170319,123946,20170319,141046,000619,015538,38,17,7.0,강원도,평창군,용평면,도사리,산 418-1,작은도사길 19-6,임야,산불,사유림,사유림,산아래,건물로부터확대,"불꽃, 불티",비화,기타,기타,"종이,목재,건초등","풀, 나뭇잎",,,,202,20,40,12,60,0,0,70,12,맑음,13.0,30,45.0,4.0,
