msfrtn_resc_reprt_no,acdnt_cause,prcs_result_se_nm,dclr_ymd,dclr_tm,dclr_yr,season_se_nm,qu_se,dclr_mnth,dclr_day,dclr_hour,dclr_min,daywk,dsp_ymd,dsp_tm,dsp_yr,dsp_mnth,dsp_day,dsp_hour,dsp_min,spt_arvl_ymd,spt_arvl_tm,spt_arvl_yr,spt_arvl_mnth,spt_arvl_day,spt_arvl_hour,spt_arvl_min,resc_cmptn_ymd,resc_cmptn_tm,resc_cmptn_yr,resc_cmptn_mnth,resc_cmptn_day,resc_cmptn_hour,resc_cmptn_min,hmg_ymd,hmg_tm,hmg_yr,hmg_mnth,hmg_day,hmg_hour,hmg_min,sido_nm,sigungu_nm,emd_nm,cty_frmvl_se_nm,emd_se_nm,loc_info_x,loc_info_y,spt_frstt_dist,acdnt_place_nm,acdnt_place_detail_nm,acdnt_cause_asort_nm,time_unit_tmprt,time_unit_rainqty,time_unit_ws,time_unit_wd,time_unit_humidity,time_unit_msnf,frstt_nm,ward_nm,lfdau_nm
20114503307S00091,수난,기타,20110618,042700,2011,여름,2,06,18,04,27,토요일,20110618,042900,2011,06,18,04,29,20110618,043800,2011,06,18,04,38,20110618,045500,2011,06,18,04,55,20110618,050400,2011,06,18,05,04,전라북도,군산시,옥도면,농촌,면,153934.453100000,260674.343800000,3.50,하천ㆍ바다,강바다,수난기타,18.4,,0.1,0,92,,군산소방서,새만금구조대,
20114501201S00872,수난,기타,20110621,114900,2011,여름,2,06,21,11,49,화요일,20110621,115000,2011,06,21,11,50,20110621,115900,2011,06,21,11,59,20110621,131500,2011,06,21,13,15,20110621,132500,2011,06,21,13,25,전라북도,전주시덕진구,송천동1가,도시,동,210545.750000000,262066.609400000,3.50,하천ㆍ바다,하천,익수,28.4,,1.8,140,37,,전주덕진소방서,전주덕진119구조대,
20114501201S00875,수난,기타,20110622,084200,2011,여름,2,06,22,08,42,수요일,20110622,084400,2011,06,22,08,44,20110622,092000,2011,06,22,09,20,20110622,130000,2011,06,22,13,00,20110622,135500,2011,06,22,13,55,전라북도,완주군 ,고산면,농촌,면,218906.765600000,275255.281300000,20.00,하천ㆍ바다,하천,수난기타,,,,,,,전주덕진소방서,전주덕진119구조대,
20114507201S00418,수난,기타,20110623,003000,2011,여름,2,06,23,00,30,목요일,20110623,004200,2011,06,23,00,42,20110623,005800,2011,06,23,00,58,20110623,010200,2011,06,23,01,02,20110623,012300,2011,06,23,01,23,전라북도,김제시,진봉면,농촌,면,172727.900000000,262423.010000000,19.00,하천ㆍ바다,"하천,바다 기타",수난기타,25.0,,1.5,180,87,,김제소방서,김제119구조대,
20114510104S00127,수난,기타,20110623,150100,2011,여름,2,06,23,15,01,목요일,20110623,150200,2011,06,23,15,02,20110623,154500,2011,06,23,15,45,20110623,181000,2011,06,23,18,10,20110623,185500,2011,06,23,18,55,전라북도,진안군 ,용담면,농촌,면,246583.156300000,274148.218800000,35.00,하천ㆍ바다,하천,수난기타,,,,,,,무진장소방서,진안119안전센터,
20114510201S00203,수난,기타,20110623,151900,2011,여름,2,06,23,15,19,목요일,20110623,161100,2011,06,23,16,11,20110623,170000,2011,06,23,17,00,20110623,190000,2011,06,23,19,00,20110623,201000,2011,06,23,20,10,전라북도,진안군 ,용담면,농촌,면,248348.312500000,274299.468800000,40.00,하천ㆍ바다,하천,수난기타,,,,,,,무진장소방서,무진장119구조대,
20114510103S00267,수난,기타,20110623,151900,2011,여름,2,06,23,15,19,목요일,20110623,152000,2011,06,23,15,20,20110623,152500,2011,06,23,15,25,20110623,152500,2011,06,23,15,25,20110623,152700,2011,06,23,15,27,전라북도,진안군 ,용담면,농촌,면,248348.312500000,274299.468800000,1.00,하천ㆍ바다,"하천,바다 기타",수난기타,,,,,,,무진장소방서,무주119안전센터,
20114504102S00016,수난,인명구조,20110624,191500,2011,여름,2,06,24,19,15,금요일,20110624,191600,2011,06,24,19,16,20110624,192200,2011,06,24,19,22,20110624,192600,2011,06,24,19,26,20110624,194000,2011,06,24,19,40,전라북도,익산시,금마면,농촌,면,203323.828100000,279351.125000000,3.00,하천ㆍ바다,"하천,바다 기타",수난기타,25.2,0.50,2.0,180,93,,익산소방서,금마119안전센터,
20114508304S00020,수난,인명구조,20110625,182200,2011,여름,2,06,25,18,22,토요일,20110625,182300,2011,06,25,18,23,20110625,183500,2011,06,25,18,35,20110625,191000,2011,06,25,19,10,20110625,194700,2011,06,25,19,47,전라북도,고창군 ,상하면,농촌,면,149382.171900000,216392.609400000,11.00,하천ㆍ바다,"하천,바다 기타",수난기타,24.9,2.00,7.8,90,88,,고창소방서,무장119안전센터,해리119지역대
20114510201S00210,수난,인명구조,20110626,203700,2011,여름,2,06,26,20,37,일요일,20110626,203900,2011,06,26,20,39,20110626,211100,2011,06,26,21,11,20110626,232900,2011,06,26,23,29,20110627,001500,2011,06,27,00,15,전라북도,진안군 ,안천면,농촌,면,248249.156300000,269591.375000000,35.00,하천ㆍ바다,저수지,수난기타,,,,,,,무진장소방서,무진장119구조대,
20114510104S00131,수난,인명구조,20110626,203700,2011,여름,2,06,26,20,37,일요일,20110626,203900,2011,06,26,20,39,20110626,211100,2011,06,26,21,11,20110626,232900,2011,06,26,23,29,20110626,233500,2011,06,26,23,35,전라북도,진안군 ,안천면,농촌,면,248249.156300000,269591.375000000,20.00,하천ㆍ바다,강,수난기타,,,,,,,무진장소방서,진안119안전센터,
20114502201S00778,수난,기타,20110627,131100,2011,여름,2,06,27,13,11,월요일,20110627,131200,2011,06,27,13,12,20110627,132000,2011,06,27,13,20,20110627,132000,2011,06,27,13,20,20110627,134000,2011,06,27,13,40,전라북도,김제시,금산면,농촌,면,201472.953100000,246981.250000000,17.00,하천ㆍ바다,저수지,자살기도,25.7,,2.9,200,64,,전주완산소방서,전주완산119구조대,
20114503202S00705,수난,인명구조,20110630,012100,2011,여름,2,06,30,01,21,목요일,20110630,012200,2011,06,30,01,22,20110630,012900,2011,06,30,01,29,20110630,014500,2011,06,30,01,45,20110630,020000,2011,06,30,02,00,전라북도,군산시,내흥동,도시,동,177958.062500000,278679.781300000,7.00,하천ㆍ바다,"하천,바다 기타",수난기타,24.5,,2.7,160,87,,군산소방서,군산119구조대,
20114507201S00437,수난,인명구조,20110630,112200,2011,여름,2,06,30,11,22,목요일,20110630,112300,2011,06,30,11,23,20110630,113100,2011,06,30,11,31,20110630,114200,2011,06,30,11,42,20110630,115300,2011,06,30,11,53,전라북도,김제시,진봉면,농촌,면,181005.359400000,259609.312500000,10.00,논밭ㆍ축사,논,사체인양,26.8,0.00,1.3,180,76,,김제소방서,김제119구조대,
20114504201S00827,수난,기타,20110702,081400,2011,여름,3,07,02,08,14,토요일,20110702,081400,2011,07,02,08,14,20110702,081900,2011,07,02,08,19,20110702,082300,2011,07,02,08,23,20110702,082800,2011,07,02,08,28,전라북도,익산시,모현동2가,도시,동,194737.343800000,272991.500000000,8.00,기타,기타,수난기타,26.4,,0.0,0,85,,익산소방서,익산119구조대,
20114504601S00017,수난,인명구조,20110702,081400,2011,여름,3,07,02,08,14,토요일,20110702,081400,2011,07,02,08,14,20110702,082000,2011,07,02,08,20,20110702,082200,2011,07,02,08,22,20110702,085000,2011,07,02,08,50,전라북도,익산시,모현동2가,도시,동,194737.343800000,272991.500000000,8.00,기타,기타,수난기타,26.4,,0.0,0,85,,익산소방서,현장기동단(익산)_폐서예정,
20114503202S00716,수난,인명구조,20110702,184100,2011,여름,3,07,02,18,41,토요일,20110702,184100,2011,07,02,18,41,20110702,184900,2011,07,02,18,49,20110702,192000,2011,07,02,19,20,20110702,193500,2011,07,02,19,35,전라북도,군산시,나운동,도시,동,172351.359400000,273908.250000000,8.50,공원,공원,수난기타,25.6,,2.3,320,86,,군산소방서,군산119구조대,
20114505201S00519,수난,안전조치,20110702,201600,2011,여름,3,07,02,20,16,토요일,20110702,201700,2011,07,02,20,17,20110702,202300,2011,07,02,20,23,20110702,203500,2011,07,02,20,35,20110702,204200,2011,07,02,20,42,전라북도,정읍시,금붕동,도시,동,189682.687500000,226722.531300000,6.00,하천ㆍ바다,하천,수난기타,28.2,,0.6,180,70,,정읍소방서,정읍119구조대,
20114502201S00820,수난,인명구조,20110705,142900,2011,여름,3,07,05,14,29,화요일,20110705,143000,2011,07,05,14,30,20110705,150500,2011,07,05,15,05,20110705,153500,2011,07,05,15,35,20110705,155000,2011,07,05,15,50,전라북도,완주군 ,구이면,농촌,면,209632.203100000,238633.468800000,14.00,하천ㆍ바다,저수지,물놀이,,,,,,,전주완산소방서,전주완산119구조대,
20114502601S00008,수난,인명구조,20110705,142900,2011,여름,3,07,05,14,29,화요일,20110705,143000,2011,07,05,14,30,20110705,144300,2011,07,05,14,43,20110705,145400,2011,07,05,14,54,20110705,155500,2011,07,05,15,55,전라북도,완주군 ,구이면,농촌,면,209632.203100000,238633.468800000,11.00,하천ㆍ바다,저수지,수난기타,,,,,,,전주완산소방서,현장기동단(완산)_폐서예정,
20114503202S00735,수난,인명구조,20110708,123600,2011,여름,3,07,08,12,36,금요일,20110708,123700,2011,07,08,12,37,20110708,125000,2011,07,08,12,50,20110708,143000,2011,07,08,14,30,20110708,151500,2011,07,08,15,15,전라북도,김제시,청하면,농촌,면,185435.890600000,268094.875000000,13.00,하천ㆍ바다,강,사체인양,24.6,1.50,0.6,140,92,,군산소방서,군산119구조대,
20114507201S00457,수난,인명구조,20110708,123600,2011,여름,3,07,08,12,36,금요일,20110708,123700,2011,07,08,12,37,20110708,125300,2011,07,08,12,53,20110708,151000,2011,07,08,15,10,20110708,153000,2011,07,08,15,30,전라북도,김제시,청하면,농촌,면,185435.890600000,268094.875000000,17.00,하천ㆍ바다,강바다,수난기타,24.6,1.50,0.6,140,92,,김제소방서,김제119구조대,
20114501109S00040,수난,인명구조,20110708,124700,2011,여름,3,07,08,12,47,금요일,20110708,124900,2011,07,08,12,49,20110708,161000,2011,07,08,16,10,20110708,161500,2011,07,08,16,15,20110708,165000,2011,07,08,16,50,전라북도,완주군 ,고산면,농촌,면,228603.984400000,279912.937500000,10.00,산,산기타,수난기타,,,,,,,전주덕진소방서,고산119안전센터_폐서예정,
20114507201S00463,수난,인명구조,20110710,134000,2011,여름,3,07,10,13,40,일요일,20110710,134400,2011,07,10,13,44,20110710,135900,2011,07,10,13,59,20110710,141000,2011,07,10,14,10,20110710,142800,2011,07,10,14,28,전라북도,김제시,금구면,농촌,면,199848.953100000,254558.812500000,15.00,기타,기타,수난기타,24.8,17.50,0.6,70,90,,김제소방서,김제119구조대,
20114501109S00041,수난,안전조치,20110710,163500,2011,여름,3,07,10,16,35,일요일,20110710,163700,2011,07,10,16,37,20110710,164700,2011,07,10,16,47,20110710,202000,2011,07,10,20,20,20110710,204800,2011,07,10,20,48,전라북도,완주군 ,고산면,농촌,면,225103.359400000,277572.375000000,10.00,산,계곡,수난기타,,,,,,,전주덕진소방서,고산119안전센터_폐서예정,
20114502306S00004,수난,인명검색,20110710,175400,2011,여름,3,07,10,17,54,일요일,20110710,175600,2011,07,10,17,56,20110710,181000,2011,07,10,18,10,20110710,181000,2011,07,10,18,10,20110710,200700,2011,07,10,20,07,전라북도,완주군 ,상관면,농촌,면,220707.796900000,248048.703100000,15.00,기타,기타,익수,,,,,,,전주완산소방서,임실119안전센터,신덕119지역대
20114502105S00223,수난,인명검색,20110710,175400,2011,여름,3,07,10,17,54,일요일,20110710,180600,2011,07,10,18,06,20110710,183200,2011,07,10,18,32,20110710,191500,2011,07,10,19,15,20110710,193400,2011,07,10,19,34,전라북도,완주군 ,상관면,농촌,면,220707.796900000,248048.703100000,25.00,하천ㆍ바다,하천,수난기타,,,,,,,전주완산소방서,임실119안전센터,
20114510303S00005,수난,기타,20110710,175400,2011,여름,3,07,10,17,54,일요일,20110714,082000,2011,07,14,08,20,20110714,090000,2011,07,14,09,00,20110714,104000,2011,07,14,10,40,20110714,170000,2011,07,14,17,00,전라북도,완주군 ,상관면,농촌,면,220707.796900000,248048.703100000,52.00,하천ㆍ바다,"하천,바다 기타",사체인양,,,,,,,무진장소방서,마령119안전센터,부귀119지역대
20114506313S00002,수난,기타,20110710,224900,2011,여름,3,07,10,22,49,일요일,20110710,224900,2011,07,10,22,49,20110710,225500,2011,07,10,22,55,20110710,225500,2011,07,10,22,55,20110710,234200,2011,07,10,23,42,전라북도,남원시,대산면,농촌,면,230832.015600000,216181.203100000,10.00,단독주택,단독주택,시설물붕괴,21.8,16.50,0.6,90,94,,남원소방서,식정119안전센터,용성119지역대
20114504201S00877,수난,인명검색,20110711,074600,2011,여름,3,07,11,07,46,월요일,20110711,074800,2011,07,11,07,48,20110711,081300,2011,07,11,08,13,20110711,131000,2011,07,11,13,10,20110711,133000,2011,07,11,13,30,전라북도,익산시,망성면,농촌,면,199522.859400000,292993.062500000,30.00,하천ㆍ바다,강,수난기타,22.5,0.00,1.4,110,95,,익산소방서,익산119구조대,
20114504306S00015,수난,기타,20110711,074600,2011,여름,3,07,11,07,46,월요일,20110711,074800,2011,07,11,07,48,20110711,082400,2011,07,11,08,24,20110711,085000,2011,07,11,08,50,20110711,085600,2011,07,11,08,56,전라북도,익산시,망성면,농촌,면,199522.859400000,292993.062500000,7.00,하천ㆍ바다,강,수난기타,22.5,0.00,1.4,110,95,,익산소방서,함열119안전센터,용동119지역대
20114503202S00753,수난,인명검색,20110711,074600,2011,여름,3,07,11,07,46,월요일,20110711,085700,2011,07,11,08,57,20110711,091400,2011,07,11,09,14,20110711,094000,2011,07,11,09,40,20110711,100000,2011,07,11,10,00,전라북도,익산시,망성면,농촌,면,199522.859400000,292993.062500000,17.00,하천ㆍ바다,"하천,바다 기타",익수,22.5,0.00,1.4,110,95,,군산소방서,군산119구조대,
20114502103S00036,수난,기타,20110711,075200,2011,여름,3,07,11,07,52,월요일,20110711,075300,2011,07,11,07,53,20110711,080000,2011,07,11,08,00,20110711,080000,2011,07,11,08,00,20110711,164000,2011,07,11,16,40,전라북도,전주시완산구,효자동1가,도시,동,210528.500000000,255754.453100000,15.00,하천ㆍ바다,하천,수난기타,22.5,0.00,1.4,110,95,,전주완산소방서,교동119안전센터,
20114502303S00002,수난,인명검색,20110711,075200,2011,여름,3,07,11,07,52,월요일,20110711,075300,2011,07,11,07,53,20110711,080000,2011,07,11,08,00,20110711,164000,2011,07,11,16,40,20110711,164000,2011,07,11,16,40,전라북도,전주시완산구,효자동1가,도시,동,210528.500000000,255754.453100000,4.00,하천ㆍ바다,하천,익수,22.5,0.00,1.4,110,95,,전주완산소방서,교동119안전센터,상관119지역대_폐서예정
20114504201S00879,수난,인명구조,20110711,182100,2011,여름,3,07,11,18,21,월요일,20110711,182300,2011,07,11,18,23,20110711,183500,2011,07,11,18,35,20110711,185000,2011,07,11,18,50,20110711,190300,2011,07,11,19,03,전라북도,익산시,금강동,도시,동,199317.140600000,269881.937500000,10.00,논밭ㆍ축사,논,수난기타,25.6,,4.2,290,78,,익산소방서,익산119구조대,
20114501201S00991,수난,인명검색,20110712,093100,2011,여름,3,07,12,09,31,화요일,20110712,093100,2011,07,12,09,31,20110712,093500,2011,07,12,09,35,20110712,113500,2011,07,12,11,35,20110712,115700,2011,07,12,11,57,전라북도,전주시덕진구,덕진동1가,도시,동,211890.906300000,261232.875000000,4.50,하천ㆍ바다,하천,수난기타,25.0,2.00,3.0,110,87,,전주덕진소방서,전주덕진119구조대,
20114502201S00866,수난,기타,20110712,103300,2011,여름,3,07,12,10,33,화요일,20110712,103400,2011,07,12,10,34,20110712,104900,2011,07,12,10,49,20110712,161000,2011,07,12,16,10,20110712,164600,2011,07,12,16,46,전라북도,완주군 ,상관면,농촌,면,222248.312500000,253687.078100000,15.00,하천ㆍ바다,하천,수난기타,,,,,,,전주완산소방서,전주완산119구조대,
20114509201S00329,수난,인명검색,20110713,120800,2011,여름,3,07,13,12,08,수요일,20110713,120900,2011,07,13,12,09,20110713,124000,2011,07,13,12,40,20110713,160000,2011,07,13,16,00,20110713,162700,2011,07,13,16,27,전라북도,부안군 ,부안읍,농촌,읍,177646.703100000,248757.484400000,30.00,하천ㆍ바다,"하천,바다 기타",수난기타,27.0,0.10,2.5,180,83,,부안소방서,부안119구조대,
20114503202S00769,수난,인명구조,20110713,180900,2011,여름,3,07,13,18,09,수요일,20110713,183800,2011,07,13,18,38,20110713,190300,2011,07,13,19,03,20110713,200500,2011,07,13,20,05,20110713,203200,2011,07,13,20,32,전라북도,군산시,비응도동,도시,동,157315.484400000,272369.593800000,25.00,하천ㆍ바다,"하천,바다 기타",수난기타,25.3,0.50,1.9,140,92,,군산소방서,군산119구조대,
20114507201S00473,수난,인명검색,20110714,094200,2011,여름,3,07,14,09,42,목요일,20110714,094200,2011,07,14,09,42,20110714,100500,2011,07,14,10,05,20110714,115300,2011,07,14,11,53,20110714,120600,2011,07,14,12,06,전라북도,김제시,백구면,농촌,면,193910.593800000,268169.125000000,17.50,하천ㆍ바다,"하천,바다 기타",사체인양,28.6,,1.8,140,69,,김제소방서,김제119구조대,
20114503202S00773,수난,인명검색,20110714,100400,2011,여름,3,07,14,10,04,목요일,20110714,100500,2011,07,14,10,05,20110714,103000,2011,07,14,10,30,20110714,123000,2011,07,14,12,30,20110714,130000,2011,07,14,13,00,전라북도,군산시,회현면,농촌,면,174739.625000000,266162.593800000,15.00,하천ㆍ바다,강,수난기타,26.9,,2.3,140,80,,군산소방서,군산119구조대,
20114501201S01005,수난,기타,20110714,103600,2011,여름,3,07,14,10,36,목요일,20110714,103700,2011,07,14,10,37,20110714,104800,2011,07,14,10,48,20110714,112200,2011,07,14,11,22,20110714,115500,2011,07,14,11,55,전라북도,전주시덕진구,전미동1가,도시,동,210468.718800000,259447.546900000,4.00,하천ㆍ바다,하천,사체인양,28.3,,3.0,140,73,,전주덕진소방서,전주덕진119구조대,
20114507201S00474,수난,인명검색,20110714,120500,2011,여름,3,07,14,12,05,목요일,20110714,120700,2011,07,14,12,07,20110714,122200,2011,07,14,12,22,20110714,141100,2011,07,14,14,11,20110714,143300,2011,07,14,14,33,전라북도,김제시,청하면,농촌,면,185436.265600000,268072.625000000,9.00,하천ㆍ바다,"하천,바다 기타",사체인양,30.5,,2.3,140,63,,김제소방서,김제119구조대,
20114503103S00032,수난,기타,20110715,000600,2011,여름,3,07,15,00,06,금요일,20110715,000700,2011,07,15,00,07,20110715,001800,2011,07,15,00,18,20110715,003100,2011,07,15,00,31,20110715,004200,2011,07,15,00,42,전라북도,군산시,장미동,도시,동,174568.328100000,276888.906300000,3.00,하천ㆍ바다,"하천,바다 기타",수난기타,25.1,,2.1,140,88,,군산소방서,금동119안전센터,
